Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Diff,Power,Thermal_Efficiency,Wear_Torque_Interaction,Speed_Deviation,Type_H,Type_L,Type_M
-0.9523894433829583,-0.9473598877173399,0.06818514034143007,0.28219975602413067,-1.6959837443286894,0.49884932260947434,0.6294432133840251,-0.5380831993105942,-1.526544123077362,0.07480997589953796,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.9023934097553371,-0.8799590021118113,-0.7294715051501507,0.6333080199205777,-1.6488517007812828,0.49884932260947434,0.5124561986064812,-0.5347139062905872,-1.4774007942650573,-0.7330204592521411,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.9523894433829583,-1.014760773322907,-0.2274498401554495,0.9442896250860024,-1.6174303384163453,0.398953589463793,1.3768885952871122,-0.4423653525410995,-1.4391546182779429,-0.23121579276360316,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.9023934097553371,-0.9473598877173399,-0.5900210426516226,-0.04884517850680491,-1.5860089760514078,0.3989535894638498,-0.33000924687598315,-0.43902598452237945,-1.4287174102148543,-0.5936302741164361,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.9023934097553371,-0.8799590021118113,-0.7294715051501507,0.0013131449069732513,-1.55458761368647,0.49884932260947434,-0.35782358660211033,-0.5347139062905872,-1.3991748043413665,-0.7330204592521411,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.9523894433829583,-0.9473598877173399,-0.6346451906511515,0.1919147738793301,-1.5231662513215325,0.49884932260947434,-0.025474112802269258,-0.5380831993105942,-1.3634760147289724,-0.6285710643398674,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.9523894433829583,-0.9473598877173399,0.10723126984101794,0.24207309729310825,-1.4760342077741262,0.49884932260947434,0.5976946407724748,-0.5380831993105942,-1.3165262686282317,0.10332065156208882,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.9523894433829583,-0.9473598877173399,-0.0656873036571569,0.021376474272484798,-1.4446128454091884,0.49884932260947434,0.13914557194717816,-0.5380831993105942,-1.2989776069357168,-0.06952317800618536,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.8523973761276875,-0.8799590021118113,0.7152352863346004,-1.1422966289271685,-1.413191483044251,0.398953589463793,-1.205871522138954,-0.43568878000727235,-1.3444059972848885,0.7223671240564508,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.7524053088724167,-0.6777563452951486,1.1280086553302437,-1.2024866170237025,-1.3660594394968446,0.49884932260947434,-1.1007166391814127,-0.5246191118636027,-1.3185075691419028,1.1354639254668952,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.8024013425000663,-0.7451572309007156,1.3567074138278297,-1.6137848690166836,-1.318927395949438,0.49884932260947434,-1.704901002149436,-0.5279818646850257,-1.3236023418913427,1.3607937045428082,2.9950108064592316,-1.2247448713915892,-0.6541860942818452
-0.7024092752447672,-0.6103554596895817,-0.6458012276510338,0.4326747262654651,-1.240373990037094,0.49884932260947434,0.3013713593798089,-0.5212585348771103,-1.0720125570214363,-0.6425692086103846,2.9950108064592316,-1.2247448713915892,-0.6541860942818452
-0.7024092752447672,-0.6103554596895817,-1.1143547816460881,1.1148279246928485,-1.1618205841247502,0.49884932260947434,0.8295985378117906,-0.5212585348771103,-0.9118456387109218,-1.1086565362493028,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.7024092752447672,-0.542954574084053,1.1335866738301847,-1.0018533233685898,-1.1146885405773437,0.5987450557550988,-0.7561524024330627,-0.616765126710246,-1.1338220569747095,1.1410463146751444,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.7024092752447672,-0.542954574084053,2.767946094312934,-2.0451464503751753,-1.0675564970299374,0.5987450557550988,-1.9701722958055263,-0.616765126710246,-1.2491620511634165,2.76288538395134,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.7024092752447672,-0.542954574084053,0.017982973841959956,0.8439729782584461,-1.0361351346649996,0.5987450557550988,1.4388552159961832,-0.616765126710246,-0.8073320366147745,0.014110933075237631,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.7024092752447672,-0.542954574084053,-1.2705392996444398,0.663403013968845,-1.004713772300062,0.5987450557550988,0.11041880414537988,-0.616765126710246,-0.8011050921432369,-1.2649634340802818,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.652413241617146,-0.542954574084053,-0.7183154681502684,0.5630863671412888,-0.9575817287526557,0.49884932260947434,0.42470612646874645,-0.5179001316143913,-0.7682721122024025,-0.7123069024636061,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.6024172079894964,-0.542954574084053,-1.2984293921441452,1.4559045239065398,-0.9104496852052493,0.398953589463793,1.099804791920172,-0.41903513651849317,-0.5624291409785077,-1.295475784763375,2.9950108064592316,-1.2247448713915892,-0.6541860942818452
-0.5524211743618752,-0.47555368847848606,0.5200046388366611,-0.7510617062996991,-0.8318962792929053,0.3989535894638498,-0.6796261767315485,-0.4157108689821604,-0.8941200751868292,0.5269835017677271,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.5524211743618752,-0.47555368847848606,-0.9135461156482078,0.2721680913413756,-0.7847642357454989,0.3989535894638498,-0.12309410584458261,-0.4157108689821604,-0.6503139709063445,-0.910428316775714,2.9950108064592316,-1.2247448713915892,-0.6541860942818452
-0.6024172079894964,-0.47555368847848606,-0.49519472815262344,0.4828330496792433,-0.7062108298331549,0.49884932260947434,0.48985152886080485,-0.5145438999671118,-0.527968664187158,-0.49884494822415676,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.5524211743618752,-0.47555368847848606,0.2355256953396638,-0.9316316705893005,-0.6747894674682173,0.3989535894638498,-1.1214473975028618,-0.4157108689821604,-0.8205289132504763,0.2422816521470154,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.5024251407342256,-0.4081528028729574,1.2228349698292427,-1.4332149047270821,-0.6276574239208109,0.398953589463793,-1.4507162001654867,-0.4123887502935384,-0.9082368413467353,1.2184421326477286,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.5024251407342256,-0.4081528028729574,0.12396532534084131,-0.26954180152742907,-0.5962360615558733,0.398953589463793,-0.1708935637442986,-0.4123887502935384,-0.6027627585782397,0.13063386798203044,-0.3338886116348349,-1.2247448713915892,1.528617023108362
-0.5024251407342256,-0.3407519172673904,1.7973708753231785,-1.6739748571132171,-0.5491040180084669,0.49884932260947434,-1.629208716086978,-0.5078379430989594,-0.9247594724160991,1.7927296954068335,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
-0.452429107106576,-0.3407519172673904,-0.14935758115627376,-0.09900350192058306,-0.5176826556435293,0.398953589463793,-0.09802686140005011,-0.40906877836988026,-0.49166840834739917,-0.15315728908760837,-0.3338886116348349,0.8164965809277261,-0.6541860942818452
